Account_ID,EVENT_ID,TRANSACTION_COUNT,STATUS_ID,INPLAY_BET,AVG_BET_SIZE,MAX_BET_SIZE,MIN_BET_SIZE,STDEV_BET_SIZE
1000050,101187943,1,S,N,282.93,282.93,282.93,0
1000050,101191295,1,S,N,288.78,288.78,288.78,0
1000051,101191295,1,S,N,20,20,20,0
1000052,101187238,1,S,Y,9.29481,9.29481,9.29481,0
1000052,101187943,1,S,Y,55.039316,55.039316,55.039316,0
1000052,101187943,4,S,Y,38.6906775,54.6998,9.827102,19.7658123539479
1000052,101191295,1,S,N,15.4016,15.4016,15.4016,0
1000052,101191295,1,S,Y,8.355368,8.355368,8.355368,0
1000053,101187238,1,S,N,100,100,100,0
1000054,101187238,1,S,N,100,100,100,0
1000059,101187238,2,S,N,43.5,53,34,13.4350288425444
1000059,101191295,2,S,N,28.52,29.04,28,0.735391052434003
1000063,101187943,2,S,N,188.62,248.261644,128.978356,84.3460218270278
1000065,101187943,1,S,N,47.155,47.155,47.155,0
1000067,101187943,1,S,N,133.316616,133.316616,133.316616,0
1000068,101191295,1,S,N,30,30,30,0
1000070,101191295,1,S,N,10,10,10,0
1000072,101187238,1,C,N,284.535,284.535,284.535,0
1000072,101187238,3,S,Y,94.845,181.855803,45.772197,75.5589560442097
1000072,101187238,2,S,Y,151.752,195.703173,107.800827,62.1563449388062
1000072,101187943,1,C,N,56.265346,56.265346,56.265346,0
1000072,101187943,1,S,Y,56.265346,56.265346,56.265346,0
1000072,101187943,1,S,Y,56.265346,56.265346,56.265346,0
1000074,101191295,1,S,N,5,5,5,0
1000075,101191295,1,S,N,11,11,11,0
1000079,101187943,2,C,N,330.085,377.24,282.93,66.6872405337031
1000079,101187943,17,S,Y,29.9572941176471,226.344,3.7724,50.7431725564197
1000079,101187943,3,S,Y,220.056666666667,367.299726,9.940274,186.791960524987
1000080,101187238,1,S,Y,189.69,189.69,189.69,0
1000082,101187943,1,S,N,300,300,300,0
1000083,101187238,1,S,Y,85.3605,85.3605,85.3605,0
1000083,101187943,1,S,Y,18.862,18.862,18.862,0
1000084,101187238,5,C,N,12.51954,17.0721,9.4845,4.1558996773262
1000084,101187238,1,S,Y,17.0721,17.0721,17.0721,0
1000084,101187238,4,S,Y,9.958725,22.7628,3.7938,8.94765940469908
1000084,101187943,3,C,N,16.3470666666667,24.5206,3.7724,11.0521234056327
1000084,101187943,1,S,N,15.0896,15.0896,15.0896,0
1000084,101187943,7,S,Y,12.6644857142857,20.7482,7.5448,5.07457747187835
1000084,101187943,3,S,Y,6.91606666666667,15.0896,1.640994,7.17753833239289
1000089,101187238,1,C,N,75.876,75.876,75.876,0
1000089,101187238,1,C,N,379.38,379.38,379.38,0
1000089,101187238,3,S,Y,202.336,379.38,75.876,157.948489375492
1000089,101187238,2,S,Y,227.628,379.38,75.876,214.609736517242
1000089,101187943,1,C,N,75.448,75.448,75.448,0
1000089,101187943,4,C,N,75.448,113.172,37.724,30.8015170189176
1000089,101187943,20,S,Y,50.17292,150.896,11.3172,34.4900533801805
1000089,101187943,24,S,Y,35.8378,75.448,7.5448,25.2884922072113
1000092,101187238,1,S,N,5,5,5,0
1000094,101191295,1,S,N,96.26,96.26,96.26,0
1000094,101191295,1,S,Y,96.26,96.26,96.26,0
1000095,101187238,1,S,N,50,50,50,0
1000095,101191295,1,S,N,20,20,20,0
1000098,101187238,1,S,N,50,50,50,0
1000098,101187943,1,S,N,50,50,50,0
1000098,101191295,1,S,N,50,50,50,0
1000099,101187238,1,S,N,37.938,37.938,37.938,0
1000099,101187943,2,S,N,47.155,75.448,18.862,40.012344320222
1000100,101187238,50,C,N,135.01033998,245.629581,7.075437,80.2076480451562
1000100,101187238,52,C,N,133.391831942308,243.884433,4.818126,67.9608073228295
1000100,101187238,32,S,N,107.2898495625,242.139285,0.815667,78.4258167575043
1000100,101187238,88,S,N,97.6963855909091,243.884433,0.132783,86.5644401828471
1000100,101187943,48,C,N,160.391838125,192.901674,93.630968,28.2124827191556
1000100,101187943,35,C,N,142.953481257143,195.108528,18.692242,43.8125965403608
1000100,101187943,53,S,N,107.209116792453,218.384236,1.565546,76.6302918287147
1000100,101187943,23,S,N,125.937473565217,192.901674,0.75448,59.0924504067929
1000100,101191295,20,C,N,139.649195,238.975076,105.000408,57.3144644810829
1000100,101191295,17,C,N,163.880951294118,318.582096,36.67506,79.4942766970068
1000100,101191295,12,S,N,110.930024,237.338656,10.569348,68.1198418376026
1000100,101191295,25,S,N,142.02123392,316.40662,16.787744,80.1614344843487
1000101,101187943,2,C,N,100,100,100,0
1000101,101187943,2,S,N,100,100,100,0
1000101,101187943,1,S,Y,200,200,200,0
1000104,101187238,1,S,N,100.66,100.66,100.66,0
1000104,101187943,2,S,N,276.99,457,96.98,254.572583362781
1000104,101187943,2,S,Y,132.5,149.34,115.66,23.8153563903629
1000104,101187943,2,S,Y,161.515,243.03,80,115.279618536843
1000104,101191295,1,S,N,99.23,99.23,99.23,0
1000106,101187238,1,S,N,94.845,94.845,94.845,0
1000106,101187943,1,S,N,94.31,94.31,94.31,0
1000111,101191295,1,L,N,1562.5,1562.5,1562.5,0
1000111,101191295,1,S,N,1000,1000,1000,0
1000113,101187943,1,C,N,381.0124,381.0124,381.0124,0
1000113,101187943,3,S,N,284.187466666667,445.199786,26.350214,225.588212851202
1000114,101187943,1,S,N,160,160,160,0
1000115,101187943,1,C,N,2541.36351387766,2541.36351387766,2541.36351387766,0
1000115,101187943,9,S,Y,480.035330399113,2541.36351387766,25.4136351387766,804.504567399237
1000115,101187943,10,S,Y,432.031797359202,1016.54540555106,18.9839854486661,330.964346794165
1000115,101191295,4,S,Y,1809.15559135454,2067.60639011948,1033.80319505974,516.90159752987
1000118,101187238,1,S,N,23,23,23,0
1000118,101187943,1,C,N,10,10,10,0
1000118,101187943,4,S,N,10,20,5,7.07106781186548
1000118,101191295,1,S,Y,20,20,20,0
1000119,101187943,1,S,N,56.586,56.586,56.586,0
1000122,101187943,2,C,N,188.62,188.62,188.62,0
1000122,101187943,2,S,Y,141.465,188.62,94.31,66.6872405337033
1000124,101187238,2,C,N,851.7081,1138.14,565.2762,405.075877676294
1000124,101187238,4,S,Y,569.07,1138.14,3.7938,463.102666840691
1000124,101191295,3,S,Y,48.13,105.096668,18.116132,49.358317248381
1000125,101187238,1,C,N,189.69,189.69,189.69,0
1000125,101187238,1,S,Y,115.7109,115.7109,115.7109,0
1000125,101187238,1,S,Y,189.69,189.69,189.69,0
1000126,101187238,1,S,N,10,10,10,0
1000128,101187943,2,S,Y,3.7724,3.7724,3.7724,0
1000128,101187943,3,S,Y,5.6586,9.431,3.7724,3.26699423323642
1000130,101187238,1,S,N,10,10,10,0
1000130,101187943,1,C,N,10,10,10,0
1000130,101187943,1,S,N,20,20,20,0
1000130,101187943,2,S,Y,7.5,10,5,3.53553390593274
1000130,101187943,3,S,Y,11.6666666666667,20,5,7.63762615825973
1000133,101187238,10,C,N,11.5053767584994,13.8987397420868,5.5594958968347,3.29853532574958
1000133,101187238,1,C,N,6.94936987104338,6.94936987104338,6.94936987104338,0
1000133,101187238,3,S,N,10.794687866354,13.4122838511137,5.5594958968347,4.53380923929203
1000133,101187238,1,S,N,13.5929674677608,13.5929674677608,13.5929674677608,0
1000133,101187943,5,C,N,10.8163211292457,13.8670783708278,5.54683134833113,4.20609312235553
1000133,101187943,8,C,N,11.2670011762976,13.8670783708278,6.93353918541391,3.58844744715358
1000133,101187943,8,S,N,5.70110259520659,6.96127334215557,0.221873253933245,2.29394264196509
1000133,101187943,12,S,N,65.2896717394501,180.285885899132,4.85347742978974,69.5421252143204
1000133,101191295,2,C,N,10.551739257527,14.0689856767027,7.03449283835136,4.97413758820644
1000136,101191295,1,S,N,50,50,50,0
1000136,101191295,1,S,Y,20,20,20,0
1000138,101187238,1,C,N,34084.030332,34084.030332,34084.030332,0
1000138,101187238,3,C,N,25291.3677,37938,18967.1031,10952.3048851879
1000138,101187238,105,S,Y,1220.00875874286,47912.753805,3.7938,4908.06348496064
1000138,101187238,23,S,Y,5342.41266521739,28022.960607,11.3814,8413.9053150877
1000138,101187943,1,C,N,11547.69364,11547.69364,11547.69364,0
1000138,101187943,2,C,N,16975.8,26406.8,7544.8,13337.4481067407
1000138,101187943,15,S,N,754.48,4778.49908,30.1792,1291.97944522989
1000138,101187943,20,S,Y,2263.34569,7544.8,3.7724,3005.65199589122
1000138,101187943,15,S,Y,1619.340424,15089.6,10.298652,3817.1786824437
1000142,101191295,1,S,N,96.26,96.26,96.26,0
1000147,101191295,1,S,N,96.26,96.26,96.26,0
1000148,101187943,3,C,N,186,186,186,0
1000148,101187943,1,S,N,186,186,186,0
1000149,101187238,15,S,Y,904.31546,3793.8,4.36287,1325.94444306199
1000149,101187943,4,C,N,1650.425,1886.2,943.1,471.55
1000149,101187943,19,S,Y,794.189473684211,2829.3,4.960706,1016.79825326875
1000150,101187238,1,S,N,94.845,94.845,94.845,0
1000153,101187238,3,S,Y,1970.8791,5690.7,9.4845,3223.05750472418
1000154,101187238,1,S,Y,9.693159,9.693159,9.693159,0
1000157,101187238,1,S,N,18.950031,18.950031,18.950031,0
1000157,101187943,1,C,N,18.862,18.862,18.862,0
1000157,101187943,1,S,N,31.914504,31.914504,31.914504,0
1000157,101187943,1,S,Y,18.862,18.862,18.862,0
1000157,101191295,1,S,N,20.272356,20.272356,20.272356,0
1000158,101187238,1,S,N,195.115134,195.115134,195.115134,0
1000158,101187943,2,S,N,166.947562,187.526004,146.36912,29.1023117689081
1000158,101191295,3,S,N,164.206725333333,247.522964,47.07114,104.417645026843
1000161,101187238,5,S,N,7.098,10.39,5.99,1.89671294612548
1000162,101187238,2,S,N,50,50,50,0
1000168,101187238,1,S,N,1261.4385,1261.4385,1261.4385,0
1000168,101187238,3,S,N,870.86679,1263.3354,85.92957,679.775572895935
1000168,101187943,2,C,N,1151.5251,1256.2092,1046.841,148.045673984825
1000168,101187943,1,S,N,858.221,858.221,858.221,0
1000168,101187943,7,S,Y,622.984914285714,1467.4636,12.241438,548.878251400397
1000168,101187943,15,S,Y,187.86552,585.94803,19.880548,187.252062746411
1000172,101187238,1,S,N,5,5,5,0
1000172,101191295,1,S,N,5,5,5,0
1000173,101187238,1,S,N,9.4845,9.4845,9.4845,0
1000175,101187238,1,S,N,47.4225,47.4225,47.4225,0
1000176,101187238,4,C,N,8.061825,9.4845,3.7938,2.84535
1000176,101187238,1,S,N,9.4845,9.4845,9.4845,0
1000176,101187943,3,C,N,7.5448,9.431,3.7724,3.26699423323642
1000176,101187943,1,S,N,9.431,9.431,9.431,0
1000176,101191295,1,C,N,3.8504,3.8504,3.8504,0
1000176,101191295,4,C,N,3.8504,3.8504,3.8504,0
1000176,101191295,2,L,N,3.8504,3.8504,3.8504,0
1000176,101191295,2,S,N,3.8504,3.8504,3.8504,0
1000178,101187238,1,S,N,49.25,49.25,49.25,0
1000183,101187943,1,L,N,9.431,9.431,9.431,0
1000183,101187943,1,S,Y,7.5448,7.5448,7.5448,0
1000191,101187238,3,S,N,632.3,1233.459225,103.456926,568.461536260733
1000193,101187238,1,S,N,122,122,122,0
1000195,101187238,1,S,N,161.2365,161.2365,161.2365,0
1000195,101187943,2,C,N,124.4892,124.4892,124.4892,0
1000195,101187943,1,S,Y,124.4892,124.4892,124.4892,0
1000195,101191295,5,S,N,36.19376,90.311132,3.8504,32.3446004696644
1000196,101187238,1,C,N,32.321908674569,32.321908674569,32.321908674569,0
1000196,101187238,5,S,N,171.405764547414,759.092161907328,12.7499070581897,328.881438437476
1000196,101187943,4,S,N,37.3262766100783,100.218670169766,7.62409054163298,43.285715766206
1000199,101191295,1,S,Y,11.5512,11.5512,11.5512,0
1000202,101191295,1,L,N,8085.84,8085.84,8085.84,0
1000202,101191295,1,S,N,8368.8444,8368.8444,8368.8444,0
1000204,101187238,1,S,N,20.8481096131301,20.8481096131301,20.8481096131301,0
1000204,101187943,1,S,Y,19.4139097191589,19.4139097191589,19.4139097191589,0
1000204,101191295,1,S,N,8.42732242034493,8.42732242034493,8.42732242034493,0
1000206,101187238,1,S,N,66.3915,66.3915,66.3915,0
1000206,101187238,2,S,Y,5.6907,7.5876,3.7938,2.68262170646553
1000206,101187943,1,S,N,54.6998,54.6998,54.6998,0
1000206,101191295,2,S,N,85.6714,148.2404,23.1024,88.4859283841222
1000207,101187943,1,S,N,1000,1000,1000,0
1000207,101187943,1,S,Y,1000,1000,1000,0
1000212,101191295,2,C,N,52.24,70,34.48,25.1164328677462
1000212,101191295,1,S,Y,62,62,62,0
1000212,101191295,12,S,Y,100.46,988.39,3.84,279.930229001962
1000213,101187943,1,S,N,20,20,20,0
1000215,101187943,1,S,Y,41.6012351124835,41.6012351124835,41.6012351124835,0
1000219,101187943,2,C,N,895.945,895.945,895.945,0
1000219,101187943,3,S,Y,895.945,895.945,895.945,1.52587890625E-05
1000220,101187238,1,S,N,18.969,18.969,18.969,0
1000220,101187238,2,S,N,18.969,18.969,18.969,0
1000220,101187943,1,S,Y,21.747886,21.747886,21.747886,0
1000220,101191295,3,C,N,192.52,192.52,192.52,0
1000220,101191295,1,S,Y,192.52,192.52,192.52,0
1000221,101187238,1,S,N,30,30,30,0
1000221,101187943,1,S,N,30,30,30,0
1000221,101191295,1,S,N,33,33,33,0
1000222,101191295,1,S,N,50,50,50,0
1000224,101187238,1,S,N,5.6907,5.6907,5.6907,0
1000228,101187943,3,S,Y,20.7482,37.724,5.6586,16.1156998644179
1000228,101187943,1,S,Y,56.586,56.586,56.586,0
1000228,101191295,1,S,Y,21.1772,21.1772,21.1772,0
1000228,101191295,1,S,Y,17.3268,17.3268,17.3268,0
1000230,101191295,1,S,N,78.894696,78.894696,78.894696,0
1000231,101187943,1,C,N,5.08272702775532,5.08272702775532,5.08272702775532,0
1000231,101187943,1,S,N,5.08272702775532,5.08272702775532,5.08272702775532,0
1000231,101187943,1,S,Y,6.35340878469415,6.35340878469415,6.35340878469415,0
1000231,101191295,1,S,Y,6.46126996912337,6.46126996912337,6.46126996912337,0
1000231,101191295,3,S,Y,7.32277263167316,10.3380319505974,5.1690159752987,2.69004120161914
1000232,101187943,1,S,Y,9.431,9.431,9.431,0
1000235,101187238,1,S,N,200,200,200,0
1000235,101187238,1,S,Y,120,120,120,0
1000236,101187943,1,S,N,37.724,37.724,37.724,0
1000237,101187238,9,S,Y,2129.24299568965,6167.79947804418,30.5716709321121,2045.29956699306
1000240,101187238,5,S,N,1704.8881944,4213.223559,875.931513,1415.1449269383
1000240,101187238,3,S,N,2841.480324,4311.217413,17.280759,2446.50760193183
1000240,101187943,4,C,N,565.86,754.48,377.24,217.799615549095
1000240,101187943,3,S,N,785.916666666667,2022.85519,24.539462,1080.71058246509
1000240,101187943,1,S,N,1886.2,1886.2,1886.2,0
1000240,101187943,2,S,Y,287.702086,386.784172,188.62,140.123229809417
1000240,101191295,3,C,N,1241.754,3436.482,96.26,1901.2994878209
1000240,101191295,2,S,N,770.08,962.6,577.56,272.264395028069
1000240,101191295,8,S,Y,129.4047245,385.04,3.8504,175.738266855582
1000240,101191295,2,S,Y,125.138,249.775448,0.500552,176.263969341171
1000245,101187238,1,S,N,121.954521821121,121.954521821121,121.954521821121,0
1000247,101187943,1,S,N,100,100,100,0
1000248,101187943,1,S,N,52.8,52.8,52.8,0
1000248,101191295,1,S,N,115,115,115,0
1000249,101187238,1,C,N,277.974794841735,277.974794841735,277.974794841735,0
1000249,101187943,4,S,N,225.340023525952,416.012351124835,100.550185266873,137.961235715428
1000250,101187238,1,C,N,18.969,18.969,18.969,0
1000250,101187238,1,L,N,18.969,18.969,18.969,0
1000250,101187238,1,L,N,18.969,18.969,18.969,0
1000250,101187238,1,S,N,18.969,18.969,18.969,0
1000250,101187238,1,S,N,18.969,18.969,18.969,0
1000250,101187238,1,S,Y,18.969,18.969,18.969,0
1000252,101191295,1,S,N,50,50,50,0
1000252,101191295,1,S,Y,5,5,5,0
1000253,101187238,2,C,N,181.15395,218.1435,144.1644,52.3111232760775
1000253,101187238,3,S,Y,140.3706,231.4218,45.5256,93.0061502398631
1000253,101187943,2,C,N,1440.30232,1937.50464,943.1,703.150264187368
1000253,101187943,1,S,N,943.1,943.1,943.1,0
1000253,101187943,24,S,Y,677.11514925,2069.104814,9.431,642.255066867879
1000253,101191295,1,S,N,385.04,385.04,385.04,0
1000256,101187238,1,C,N,9.4845,9.4845,9.4845,0
1000256,101187238,1,S,Y,9.4845,9.4845,9.4845,0
1000256,101187943,1,S,Y,9.431,9.431,9.431,0
1000256,101191295,1,S,Y,9.626,9.626,9.626,0
1000258,101191295,1,C,N,192.61626,192.61626,192.61626,0
1000258,101191295,2,S,N,9.635626,11.35868,7.912572,2.43676633550121
1000258,101191295,8,S,Y,37.68579,185.97432,3.8504,60.932829827969
1000262,101187238,1,S,N,10,10,10,0
1000262,101187238,1,S,Y,25,25,25,0
1000266,101187238,1,S,N,173.18697,173.18697,173.18697,0
1000272,101187943,1,S,N,25,25,25,0
1000272,101187943,1,S,Y,38,38,38,0
1000273,101187238,1,S,Y,570.9669,570.9669,570.9669,0
1000273,101191295,2,S,Y,117.4372,138.6144,96.26,29.9490834530875
1000274,101187943,1,S,N,102.98652,102.98652,102.98652,0
1000274,101187943,1,S,N,125.658644,125.658644,125.658644,0
1000275,101187238,2,C,N,3193.86449353448,5110.18318965517,1277.54579741379,2710.08388988301
1000275,101191295,2,C,N,7753.52396294804,9045.77795677272,6461.26996912337,1827.52312409765
1000275,101191295,2,S,N,4522.88897838636,8901.43318566251,144.344771110216,6192.19660138008
1000278,101191295,2,S,N,100,138.03,61.97,53.7825417770488
1000280,101187943,3,C,N,720.05299559867,1270.68175693883,254.136351387766,513.539918096086
1000280,101187943,3,C,N,254.136351387766,508.272702775532,127.068175693883,220.088536326894
1000280,101187943,7,S,Y,390.280825345498,1270.68175693883,127.068175693883,428.44870806025
1000280,101187943,7,S,Y,408.433421873195,1270.68175693883,63.5340878469415,429.121136475143
1000280,101191295,2,S,Y,8399.65095986038,10338.0319505974,6461.26996912337,2741.28468614649
1000282,101187238,1,S,N,20,20,20,0
1000283,101187943,4,S,Y,1429.51697655618,3311.57455402856,63.5340878469415,1465.34665391452
1000287,101187238,2,C,N,275,275,275,0
1000287,101187238,6,S,N,75,281.55,3.77,102.682501722543
1000287,101187238,1,S,Y,1000,1000,1000,0
1000287,101187943,1,S,N,300,300,300,0
1000287,101187943,1,S,Y,170,170,170,0
1000287,101191295,3,C,N,5.33333333333333,6,5,0.577350269189628
1000287,101191295,6,S,Y,52.3333333333333,159.65,11.57,58.7755546691536
1000287,101191295,1,S,Y,3000,3000,3000,0
1000291,101187943,1,S,N,38,38,38,0
1000292,101187238,2,S,N,189.69,350.110833,29.269167,226.869317715789
1000292,101187943,2,S,N,282.93,375.184042,190.675958,130.466917380137
1000292,101187943,2,S,Y,471.55,565.86,377.24,133.374481067407
1000292,101191295,1,S,N,192.52,192.52,192.52,0
1000293,101191295,1,S,N,100,100,100,0
1000293,101191295,1,S,Y,100,100,100,0
1000298,101187943,1,S,N,18.862,18.862,18.862,0
1000300,101187943,1,S,N,40,40,40,0
1000300,101191295,1,S,N,115,115,115,0
1000302,101187943,1,S,N,3.7724,3.7724,3.7724,0
1000303,101187238,1,S,N,2227,2227,2227,0
1000303,101187943,1,S,N,1010,1010,1010,0
1000303,101191295,1,S,N,1273,1273,1273,0
1000304,101191295,1,S,N,523.6544,523.6544,523.6544,0
1000306,101187238,1,C,N,1000,1000,1000,0
1000306,101187238,6,S,Y,450,1000,50,353.065283991502
1000306,101187238,9,S,Y,872.222222222222,3793.62,38.3,1199.83556609622
1000306,101187943,1,C,N,500,500,500,0
1000306,101187943,20,S,Y,223.7505,1000,47.4,227.369501831039
1000306,101187943,4,S,Y,212.5,500,50,213.600093632938
1000306,101191295,3,S,Y,166.666666666667,324,47.04,142.278090138058
1000306,101191295,15,S,Y,450,1000,77.31,250.049899334399
1000308,101191295,1,S,N,77.008,77.008,77.008,0
1000310,101187238,2,C,N,785.690665409483,868.731142241379,702.650188577586,117.436968561596
1000310,101187238,1,S,N,702.650188577586,702.650188577586,702.650188577586,0
1000310,101187238,8,S,Y,609.229652141702,868.731142241379,15.7265887661638,368.209205595657
1000310,101187238,1,S,Y,178.856411637931,178.856411637931,178.856411637931,0
1000310,101187943,1,C,N,864.063594718405,864.063594718405,864.063594718405,0
1000310,101187943,1,C,N,864.063594718405,864.063594718405,864.063594718405,0
1000310,101187943,4,S,Y,775.115871732687,864.063594718405,508.272702775532,177.895445971437
1000310,101187943,12,S,Y,384.381231473996,864.063594718405,22.7833239019132,323.305454756753
1000312,101187943,2,S,Y,225,316.58,133.42,129.513678042128
1000313,101187943,1,S,N,200,200,200,0
1000314,101191295,2,S,Y,607.14,1000,214.28,555.587940113894
1000316,101191295,2,S,N,280,500,60,311.126983722081
1000317,101187238,1,S,N,10,10,10,0
1000317,101187943,1,S,N,10,10,10,0
1000320,101187238,20,S,Y,2107.95056573276,12775.4579741379,22.689213362069,3026.00834580699
1000320,101187943,1,C,N,1270.68175693883,1270.68175693883,1270.68175693883,0
